Id,Predicted
59547,278720.06847031787
143113,442166.2615664732
154091,467312.4967780374
61191,541249.0560598131
135899,431832.39218538627
172405,590295.943602547
184121,584514.0045322292
1063,378485.6276300028
6348,335460.3170994781
79995,566873.1037435196
50573,377700.5467136912
79894,454721.50338982046
113553,385234.15318197757
31931,350410.79682475515
86645,377965.7985236719
123780,359833.3015451096
142940,505075.5068668723
138987,539284.8430641443
41502,248383.8304422591
100104,509424.3285946883
83570,474641.3088755403
181648,651330.0043312702
68406,452949.5081621725
114567,340139.9771499224
5470,425290.3999000378
176926,776425.6852803044
173013,442421.40635393746
110219,401074.19788408466
52178,222811.08097567037
120569,511310.9740081914
132710,475459.20393875614
10478,419021.0268191844
100309,796461.1075677928
76446,347398.4227930233
140674,423275.0696406048
122786,512261.882325083
66214,420264.80112075806
120240,308363.25391268916
113802,375222.80595666356
169747,492222.4941406306
45819,407276.38848064095
36170,310653.3738348987
84049,487184.4885909967
104675,318678.47531061433
66165,812774.60730494
92499,368011.7542374879
107783,533725.2540704664
148441,503752.729991287
12344,259424.68720464036
93256,555668.3295708206
48139,429700.47730899416
101908,371033.15871422365
134084,442494.2222950049
17216,267277.02649744786
185201,656875.6627525259
185016,638638.762117913
25318,360907.6908687968
65253,320552.4676700644
57696,228329.91849229485
30939,334027.7684557121
128338,397614.6104177274
104156,443415.9408064615
41455,368076.72221628577
126390,376847.03291701525
165803,497317.12934149243
108253,363408.28525234014
15221,90761.31637277082
129322,330607.8688192088
86142,630049.1411794815
150957,475549.14484052174
97028,411841.76191069745
3219,385435.97624450177
172533,494545.4573698137
147313,460511.8617044389
168865,449212.9282235708
138278,492190.5133155007
82280,289900.31862403266
4380,320584.1740978714
4327,579523.8153384905
109861,399178.86334975064
45273,489804.43186029047
102888,745102.1443025339
77664,454535.1371303629
58355,346086.0691735931
91308,184987.3091121968
169692,490612.1123774331
154931,515316.5285018664
123897,473793.5548320692
43550,454012.5370314568
94084,396395.40463607945
63629,331430.479185326
163153,446476.16910212673
165076,672517.1867705509
55701,330826.77832105197
19310,367207.2792283315
18205,356015.8170281295
59608,531814.0370869096
60785,522303.6734043639
51513,350401.8773292713
145397,448838.0015845932
101693,403364.8951423839
164688,506556.56515839696
82863,309392.588121729
1754,298508.08224053495
5376,414959.4046954438
130074,482736.43019392714
102843,692778.0212407503
29760,332544.50471997075
130642,414226.3567787912
31347,460041.90757215023
24205,299633.44540317357
165100,440074.14537977614
81514,463067.15945327096
116369,559104.6858315151
84639,397380.031421151
97982,465863.5253550522
91083,712268.230740143
149132,544234.0838150624
41826,472237.4323926624
52033,202803.28594620898
21665,282535.4289269615
62257,251998.23562227935
10102,373117.7874730937
23904,350075.62366517633
179693,840019.3754295763
144227,792571.4848012477
120211,341277.31809656695
173440,422093.94209171645
46749,398436.2483434528
96942,527012.0438946728
183177,494203.47727365233
35398,361727.76100334525
30263,304111.59572272934
48194,355691.23506957106
129424,500523.0826671086
110123,405556.40909658186
60370,525992.071180921
33837,452411.49535218254
108049,481677.00034549646
78656,473662.3697207961
7172,314025.3764758557
66304,412545.5475793425
78058,405402.15657916106
176324,659685.4529944882
165880,514045.9512899071
93902,336981.72048129514
116039,339204.29164701886
151166,484047.05492677353
40210,312022.74330936
98367,356211.4543675557
160925,486474.35200078227
104371,526662.0055400617
78415,698023.2618239913
83660,511674.3511617109
121434,545844.9318085182
78336,593067.6670425348
52510,457278.93978794664
64261,380828.335341366
97749,483425.79159816355
172084,484920.1609546244
52569,296008.7644855175
57400,450922.98310784996
169875,529354.52264148
58398,429485.93602498434
183622,657722.241356561
48753,508616.2506092917
130190,595160.8065871447
108466,338248.9899014607
157786,514357.10834047943
95190,350590.75761411525
87452,459485.3762829527
142203,515700.0268963855
130773,619122.8097464517
168853,443525.9930821769
64684,356800.8203932252
57446,339509.28500434756
153747,413726.00054257363
159666,459906.9186370522
71555,421470.7301236242
134319,716631.8851117976
93943,421991.33257312886
109872,536649.6615457628
177223,687005.0638881549
93784,526268.9838462882
6380,326710.9647176061
132297,406118.76153812185
125110,493423.0523259472
36843,384724.90673780814
121955,409821.8828269951
82973,536592.7613609936
103986,361052.30145517364
97824,405088.99645529874
64151,425336.5007800553
165946,445656.1709508896
159307,433781.8064935766
131434,393740.72191628255
8556,487304.07178841904
37868,381273.9615773428
14032,315941.2827343438
21341,423638.67435240373
135288,534188.1069311462
50116,272762.69591479935
97940,463469.6819172129
162134,483629.1199008804
166998,495548.913260309
137392,520788.6313143838
1460,361241.2787947301
171905,802529.6344537977
175067,581713.5532909725
172514,558137.3718076684
17738,298723.696202036
67047,367775.9954106249
124014,518711.9167297613
185762,693822.1888239644
1311,268657.6091834381
119140,594342.8034024164
142546,532592.7460502423
114400,259430.39937299117
22406,486435.1731822379
92766,489848.35076007247
60485,433498.6740761157
91648,463397.1687345486
132526,775359.6327292565
25180,414802.2592763435
48904,244554.26884556748
146550,447942.0671900362
19407,543507.1815126743
47699,295015.5823332649
2620,286215.3799523022
174106,567490.0301790051
112846,512950.8825118374
83926,459350.1322362963
64285,402355.3994079903
5733,331061.3808575347
87638,521771.4515071772
53604,310775.10115722753
53244,458096.8941907566
82872,327374.6997552961
66096,584869.5535943396
173642,428313.0417824276
145405,404037.09843509644
90156,531533.5710187852
180075,633663.2447493356
5153,301945.21415183507
134959,520823.6467776485
64342,387112.8887813557
51154,443572.2123408299
40845,287676.7800412923
170881,773817.6539250016
106257,673209.8472662289
114464,250372.78208740987
97370,431268.3156547565
172227,514712.43072290905
151941,498202.10061663575
107035,470161.7198440917
135274,450387.505533902
169795,523888.8508462012
83718,433853.1995994691
42632,253603.84707537293
68198,375486.9826273583
112707,421766.51450488716
36740,357128.3458294291
42954,292268.4680867661
5921,285688.0270423796
40850,257004.6463972479
44668,321078.36498806626
21263,355080.1479439549
162241,552643.4943946991
81902,438660.0269125905
169151,571768.2186523881
154334,482013.5728296675
59218,367172.612770427
37714,394715.19750455953
106222,471559.7891158331
139069,481722.0894018039
4425,451403.81922703795
140007,429621.2636907771
90024,396225.1589347273
153101,447298.3583241552
37538,283548.8018642571
32399,335898.65341507085
38946,282996.5088225603
151272,476287.9997032285
95430,545450.738344958
101750,603091.4297479577
16356,298040.00039628707
131496,456766.0300262645
167864,498018.8043761328
17832,355057.18353242986
106738,429905.4515092559
33431,315052.75283166394
164505,560283.4144421574
47565,496614.92378905974
99660,535288.7472280972
20200,318538.6361751761
28507,472323.93130964227
43495,428093.8971184846
23794,387157.0192773547
40297,351535.40449538454
53944,538337.7753590439
11040,660044.7727094777
106585,442209.8921669163
70050,697396.3969648071
75026,496575.73811892234
142562,496780.6541899815
113332,457624.31479780003
104548,648850.8310629148
159065,481192.63064369
157589,502885.83308639005
26850,308843.4487845339
83917,382427.07709254883
124331,383776.1230340563
58018,197584.66209460795
163913,597680.346036436
109105,461169.58544317447
97862,445763.45721286535
16478,316304.2346735671
35187,304352.8870586641
25446,422670.1448585186
47828,442910.09122431837
123220,450216.384000605
16366,328317.28852202557
144449,400682.6815005671
39920,268949.8774245642
160888,435102.7045305837
47978,286232.0929433778
14331,352234.7226996999
60334,306146.1093864329
49737,258910.75354913436
98533,239966.1410119366
38375,289029.82190582715
176978,720469.4652412683
60474,494842.9413642064
163806,503873.91133433953
4654,381204.63942619227
130912,402000.7869241312
115098,469809.15131978877
56214,276591.1123299692
63720,309082.70806175284
143496,610008.4561683573
33941,381686.5519578848
66720,294923.84099554457
29518,100704.82055098563
68026,556098.8209702
161546,522962.31211142614
118804,373339.96222197264
126852,455607.6849064827
102392,387276.93411950767
49738,231267.80171978474
49424,399686.063256748
18184,357471.6619193051
5408,430219.15221921727
157571,478893.0821220707
111705,666581.9433926698
179891,677411.3228730205
76587,290268.85638784245
2629,319785.08023827523
119008,382172.19224179536
128414,311407.9544250369
162481,424064.17054976337
39075,415463.4544247482
113444,550576.2785006445
58984,533878.2082127314
134087,445655.0192824695
27723,275090.36896018125
61426,881995.9148188122
26496,282403.3116145171
8183,401063.0353008937
96508,393440.9967641253
56072,472106.69762246497
77192,408127.2630434949
84054,510598.22459799796
55624,366227.1102769431
163711,395373.9598582499
29219,445260.8330201823
81813,476931.74477218464
181000,696598.2261753902
143894,458765.13661849126
141800,524816.9978230745
30009,298067.0870109834
45917,305805.2470626477
14425,371822.082081981
23268,268795.0243198667
1284,186587.46436375007
69986,756616.4176296256
134779,456914.07593606785
78114,442602.6805045102
128833,428167.4622362871
129335,469315.53769091144
56632,363559.4763064254
46967,275175.8671914544
146611,337147.48808464594
37748,342581.20382423326
156600,472189.73736696504
105167,369049.3659187779
35572,278891.6368751973
154900,564795.0478936974
68778,405534.8980408795
40761,599392.0577013716
76922,393952.6641600169
57737,243417.7092788387
63946,440376.6934893653
111235,377152.29193936475
114882,525775.5843566358
12676,223095.73136041686
138376,463014.2819489967
90637,404948.1845154092
184522,640692.0647579804
92974,361903.2821376752
8857,325986.6400308125
27895,302821.29590777494
156181,542761.5886493791
41834,536475.5435174461
157391,568111.8367720731
143702,407630.83894750476
185912,950149.3706936929
11229,279967.6686417982
41300,342102.867399279
72247,378113.67084061354
83180,502617.2954952847
148335,479022.7660413459
7890,410871.45583615825
135138,483133.14658452943
27131,301658.1563574709
166558,575757.1402293686
131032,434146.43566842005
74357,429246.0629781801
156049,346656.84630130604
69414,754427.3787350263
97276,372845.65527371503
82842,345883.27207993716
148527,494090.91969395056
144752,499240.77438017726
18175,363948.2880973127
11905,271736.4334876612
171029,511273.03044822253
59320,459353.8257129416
84110,375364.3522725664
78965,780829.5272707436
85951,532180.2626448777
163141,472792.15083344467
109999,468233.28461586125
147801,415326.67142419145
139213,450388.45619827136
126460,613145.5849673785
28015,364608.37097014487
181431,655947.0877862405
52696,698216.7295677364
50605,330494.06269928627
165242,516282.2695777528
48813,224047.75812944956
110483,558070.5851538274
89306,326752.46901647747
133442,394017.5180921387
65829,629316.2613721061
87579,372722.5248869918
91465,494544.5637506936
73701,521599.04989469424
15530,366113.386155881
18230,453809.7655956298
97193,517736.017144138
166625,603537.9859342892
33195,428107.76879505813
136148,535704.1252373513
165033,645551.1970235202
21315,388157.0293797236
91814,268114.36054239236
16891,483025.3989445958
107918,632418.5641619638
79471,465679.7138733808
21862,487260.11513851024
67991,467493.665980462
165486,532818.5840207506
63600,413446.97617090866
110049,342550.55158012547
112307,362225.51957695186
10157,352517.2014626302
74635,474668.4204265196
25784,444475.8262562752
107059,487165.2553991843
30356,395516.44773130864
87516,700984.464530848
10936,549259.5230997801
88543,560160.90699297
139877,427251.8858134579
42424,449063.075268114
52670,567982.4571962748
166867,445873.2559028175
101107,473222.7700754404
76199,503756.4216142539
80888,328504.13541569933
9911,311458.58368024044
156640,444056.940975843
102356,539940.2193088401
48860,346206.1092093196
102849,729137.0900261905
138105,460385.58527552895
117983,437625.06022575684
93922,370513.47371573746
46238,412826.9602825679
59022,630981.2042848822
106646,452144.0954897385
120040,496352.9653420206
126172,390164.4796809908
168000,639389.9838209264
80749,404092.573367279
131491,513312.1758803297
112112,554429.0972494539
47501,306944.14007807523
13728,251719.45411161333
101768,319152.1238349788
6316,314433.4285868984
126098,793305.2316143122
165,320617.08435339667
19524,498209.21097707003
150677,452326.5602554325
59379,382228.4751855526
74454,323955.5911969226
175450,675582.2223197259
89244,714667.4207461849
116506,436768.0973037705
147339,469716.7062124908
74001,660761.8007860277
90922,429422.7529793065
1820,475523.15485664085
110186,268356.7959719971
62682,399165.5777956024
89581,484210.93987314217
137848,459740.76269946806
161798,420556.4744749069
170742,497704.485032158
82918,446909.2835493535
37679,323681.6299131289
154926,401064.59156902693
149598,288876.69903532043
44725,277411.0962670725
90766,550970.445990093
148899,450006.42005299777
126592,361786.77696247585
157908,395505.38988646865
113713,468518.9945807159
148870,642886.8358904254
165510,494451.8028155379
101470,359491.2396871764
51743,322554.0096293818
27173,143451.21289034747
27812,374738.1812663097
95488,343276.3632314857
173154,677660.8059100844
121352,412559.39661201835
143803,421941.1898043677
63373,331089.6543566361
1386,329344.4916187152
163514,487822.7209267933
35643,285024.7379946839
120579,549940.8701796029
128369,410993.3898683712
141816,457565.93281196244
161838,518833.473116979
71069,428800.3701927345
77131,468770.64376763627
17667,373374.4394647479
52148,396394.61524832435
72854,546544.788330514
102035,494537.93488623947
111359,413744.4543592762
17719,373111.20911921
123306,309717.206468476
161864,767798.8161119781
180849,615326.6645154431
160993,468215.86280192994
162321,350299.68614311516
46481,247216.72116853483
79814,375802.24126216397
137789,581114.8290035203
54212,256094.04117770866
33512,339475.7047878634
57246,667230.5990783181
183567,619336.9595713113
126709,471322.70523340255
38938,307455.246634135
31497,427374.3106894251
43094,375403.7250486091
40278,327208.28185657784
174057,624570.9486297909
88538,570341.0798167288
78488,671185.9594577905
170729,611733.3041302003
173992,548519.2761240583
60975,318385.6691297423
54718,236901.96254446357
178130,652405.6704376526
133730,398062.4970032349
70033,737264.2741953973
43395,592291.251844544
142569,468347.20767637156
25880,256835.74939634278
139537,411600.44942454994
3465,380391.97828060575
40735,532171.5988225117
162957,466386.5001063645
83356,514208.8403183669
32897,302106.5744555574
49245,296975.2315789424
60337,312359.5052189026
139769,593714.5933522843
52326,345444.5122298375
162813,782655.5817414355
180789,547236.5377027187
49386,433130.25702804513
33541,308820.0019933656
159352,488774.9637578819
42027,449338.2366262004
155370,443401.8813251816
143725,504827.82790069096
131769,443819.1480879523
139885,439283.83196009137
93808,479522.72094580345
10639,319474.6615830567
168611,553580.4170983508
167653,628740.0547099411
123170,336836.78180146404
139150,315329.46254366264
62622,481184.0781231038
168689,908580.5290006772
18566,320217.39548428915
67121,276642.3106124513
119193,416684.75351678766
75320,494441.3763823472
185227,781564.8514195345
59316,453140.4298804719
42962,280104.9067673646
51540,249625.9132179506
37927,353283.1182255782
85155,291118.84446249716
148730,418559.43523766845
182768,610735.1809202414
21816,347145.2975960169
119821,440473.24292938784
53803,422322.76479803585
75672,509994.1328270715
164062,591360.2405883558
9801,710556.4588184971
90516,516258.2639484182
126543,373751.10272021405
20563,160319.12505973503
173167,481964.4888531044
165546,742938.878956655
140696,474855.85151637904
60885,468711.96279769205
71010,342583.6226656381
65245,428416.88643828407
7762,296280.96623425744
162332,457365.3538079392
132065,474552.10072820075
163315,538547.530503029
94896,381516.74233658053
13990,444299.8497615233
86695,437779.7647781484
136032,739120.4645970929
181973,546788.2577817421
70720,1067606.6400866807
176320,677954.2120039035
123988,629524.0071544778
75446,471740.60015802085
165520,476206.46083643474
95499,418505.1415035613
73362,425093.31331630796
115013,323665.1161638219
170250,605126.2570970114
117752,537237.9948769864
120534,593892.068443384
43110,365231.51560144126
173316,560722.9246995486
163348,771349.2847796679
167196,551239.444695998
8539,538618.8585542757
57416,498034.5119771082
147688,426285.1693703383
48843,272965.23375260085
123483,440952.9387237821
91781,369487.74347926676
57502,151992.99653621018
41380,510859.6491810456
71368,459228.82922776043
90332,392682.673193926
56200,437410.52414688654
59273,482861.9812320266
59528,787369.2033136096
142978,460482.8433540482
62463,414140.9899124801
151089,331140.74789519235
159388,392445.9288788345
15000,332320.8055455182
124030,528225.9077185579
146762,381628.6248638388
32542,250543.80397880822
44504,388793.9411032032
154438,552663.3055925947
92711,431992.8103423156
26861,393770.13864436187
154130,505472.9684758838
108177,525544.1702253856
85561,335738.26793820783
29523,227090.87598226033
162190,589756.236058332
137744,435473.8084699996
141614,404309.41123215854
154095,516229.9724011868
177433,685458.1858194023
16212,306723.5376454182
138324,480090.74576628953
179772,686152.3796833996
80229,509631.1476604026
146601,534062.7224281821
90354,429014.0358945094
16620,336099.4072939027
144520,458557.86644081026
43671,290709.3237004727
151379,423982.1178855095
43516,316421.6295022592
114780,393804.5015359856
48679,426001.62374315225
23310,320760.92830447666
82078,774213.4951428026
161637,476540.4101510197
97266,379686.87572719157
25975,356264.732393682
183280,710499.9543637782
143522,418915.8161938824
82873,376555.4057239834
111022,397893.4026747439
170004,517687.7128132954
149233,409621.76611551084
11335,223297.2488484718
178323,677533.6939265877
117545,451086.9750654623
104197,456119.9259128105
114280,446154.22420580685
30527,329773.7848196458
42651,397193.430282237
123646,434806.4601168223
72689,476627.99617064
78646,448940.40156368166
50032,449782.48250653595
167436,769116.99308897
25911,256250.27209818736
140037,443289.7832605783
117935,539271.251913039
122922,407094.9965756424
28738,365586.44247287884
129413,442569.759524975
65411,572923.0803267341
20519,193611.06497894973
148799,508773.6661246456
96848,374137.86555943266
167854,473823.29691009596
90027,432607.64475047775
124583,382562.7900667731
123841,423141.2398731187
143815,527566.9061371554
100928,337211.69578388147
64554,436944.1652962137
27802,276903.23002001084
55996,309045.87329039164
168480,479524.0538067464
18511,341493.85318332724
7174,326452.16814079694
107447,394782.67822576873
109945,404707.68944391795
109304,547744.1671857573
33225,153259.83398645
31504,272745.993930839
85162,285168.6789755635
164868,480931.3574169241
102092,434089.51405724883
5618,328329.45217078924
45425,384967.80276925303
127376,479853.31356162205
156938,458027.80806097016
127635,466251.730824491
111774,574643.6714718435
141311,625492.1838797219
68733,400700.5442188103
171431,765853.5580356941
57288,300658.70531315915
147560,596687.4259679858
83283,493232.46523579955
180470,562650.4363169484
85424,444869.9868767671
30049,305319.7761463877
138841,522496.9018217679
138637,383325.42842296883
178178,735750.7809706926
69976,719599.2729803398
139744,528682.453373298
58256,176594.10488130525
104665,467705.23626641557
169191,523798.37571862154
55984,418549.2480151672
40354,382904.6702632252
59813,205371.43037080392
142178,354401.4436005149
104367,471794.3644299805
135075,407958.50414287485
16278,335797.97348966263
49191,439261.0590422861
95010,400128.67493554205
179668,580849.4483058117
111338,366961.94132254086
76006,400178.42207830586
106534,453296.0154346749
78933,752788.9167494792
76196,550750.208461551
110996,462242.21132439375
145016,521009.87177964486
133526,451056.6738496218
67069,579607.2545076311
77499,330700.72708198614
51668,648041.810703868
64752,470275.4514108375
148430,454548.6069922894
63329,328408.6038582083
173406,470303.1249576174
79182,401721.62568756565
139963,445746.57252849825
119727,334093.76691267826
14184,312813.30856761895
63325,636523.714360781
69906,673349.0912930034
150715,377539.9295975063
10423,384623.2175127603
13226,259921.5861926321
166355,503509.04911443405
162216,540806.046745317
43071,382132.6263827663
103161,487446.01260951906
168506,498140.51563947834
30707,455019.5235663466
54877,448592.20054136775
77637,365078.9510091692
54304,330659.0472193174
71775,661183.9061125666
116543,347255.8676122073
18877,387919.1582151167
98865,453039.5614694506
169535,518317.3826842066
155674,346415.00544195995
46410,414576.61961185
25354,358831.32889175974
149242,362097.5950352773
156019,507848.5260882657
2372,212650.7080649007
167793,491225.1388149299
13539,394928.8694251552
96889,581035.4304044768
12180,174532.28228408284
30975,481322.9806348253
142091,675250.2502587661
141417,537814.0830627885
88385,542038.9726750832
118140,472413.4941254314
130703,417119.81058417633
78738,455638.065435959
31269,336033.69262573123
109042,439813.6040446423
48367,407134.5101314895
169027,471833.7906186972
94564,384102.0143482052
69161,518631.9438863024
109455,592480.5920970347
102048,494274.7045407016
142061,619591.4209496677
80360,333026.90679854155
108330,434373.187241856
45894,260039.79711284675
184619,717477.6037303098
44807,328153.84091396444
86934,361866.2123884447
99343,386174.43283654563
168916,535923.2661672551
89276,655206.9392597973
51815,314359.36585587263
125813,426548.6821398623
107171,408117.2508417927
154642,391989.10900748335
10072,357186.8472526204
68097,347244.93397354893
160821,522979.7885197401
19655,307246.56184061617
142752,444507.8118285183
36940,311099.53567251563
111126,398061.27912228554
596,276745.1609454546
71019,366910.74530444294
4479,355767.5863881111
55848,471375.8852484375
85188,477072.28742963076
125357,367490.51197828166
14647,244463.62907430343
162730,489516.283643391
150653,439768.15341772325
120056,370968.9377829917
169156,584195.0103173293
67935,658832.3820817396
174388,634632.7056043688
182913,636608.0726919211
54148,285731.24559048377
131866,565732.4339121729
149984,464489.8557484597
159985,517070.68526464514
95496,421426.1251758002
112843,396891.77136109956
49524,376419.50270234793
27369,181643.21711323783
30825,445218.85793958977
169753,661809.9772641566
92534,379675.89128804207
129225,434588.05930334143
13062,302023.22478284687
130722,560164.9043851681
134157,429607.8747483995
165859,501882.38997050375
66301,467808.0342077315
83618,473627.30353897624
107691,452682.83577745594
105232,396973.04920322075
48298,594668.7192419805
40648,324341.6510454491
71976,485758.7518762816
72896,601772.0128925908
74551,402729.98093425296
44973,341344.3345199879
29347,361253.29767500237
141919,496040.63623702154
106300,357556.8183070123
131980,460038.2778930366
133141,443105.2691263817
3973,315392.4331808463
40519,335581.947474163
180446,603921.6235961188
175025,562567.972984476
75064,397426.04128278047
18793,399645.8370165918
149491,434525.50703283213
154754,500903.05489955656
132371,416041.0157894902
134999,460723.44656842947
165322,517973.5174508393
108805,497241.5543753058
140691,513724.76948853955
156367,474538.8915203102
85858,565871.8875728007
152700,442317.88751755655
185104,578821.6655138731
70218,437211.8581405245
10393,358865.1716329325
165123,512886.51530953683
55106,384733.0625369083
88369,385805.73880620487
41779,621206.1898395699
130816,420030.0742333792
31211,370330.26358354464
166757,690497.1765738726
108437,376692.5812095627
185814,783596.4345032535
73304,434225.1555937994
148656,495408.9543231558
84559,363888.5270657968
151222,438862.45434872806
2069,260831.3494711537
182640,725623.9357374404
157520,493220.13664579764
153201,530222.3661669455
51319,392820.7826143149
167197,546485.3824172933
56328,749035.4561003689
7586,278600.7057647351
4962,591163.5798352901
17286,235646.50804658048
17996,298100.9044078067
136652,476204.1628715899
107533,382199.83812144026
35676,258130.7434193883
63528,397394.1255530175
88024,401718.36067987233
92245,464368.9253078308
121431,521947.0919430312
117675,406622.11345963925
134315,587859.3349202685
80382,356290.193004759
5676,360934.225768758
85834,419751.21777049266
7544,274791.0470477715
76545,376059.08749878965
182269,698249.6446873266
115301,361365.3259513881
184499,748700.3155574314
89274,759838.509564599
96978,477535.6602374613
22476,328023.5844008941
43684,364085.53713519685
103852,485492.32190342434
6660,305221.0445145257
149136,525857.1266631894
55623,335423.3614601288
154963,386338.88648535125
118607,404350.58876324445
66046,424446.8596842233
50815,425616.1901339926
88378,474353.513300363
47559,447805.64630836993
96116,414261.78589226864
31651,312281.21557943523
141186,592132.3143219315
142321,732778.1781200636
47123,261930.17241959833
176333,638913.1135811321
3011,302118.3124927394
68006,568307.2421756033
183387,520852.23967780545
36465,312663.2903046571
39670,287895.5427731648
173044,496320.76448238455
7197,302462.38555927575
35841,260217.91691341624
185880,695719.0991217569
64929,693668.8586883973
99553,524105.19023843296
59246,240678.3861039374
122401,353859.5663030185
5750,328046.7290640585
54602,290241.0277499035
57503,167171.20964908972
139988,475326.67805249244
61441,866756.3376240935
3816,377849.30971879326
157223,479671.07418968156
45836,352277.1321977917
155755,401059.3120809328
1314,219740.1335602887
172283,644492.091541646
183939,682730.8904103059
102449,468350.69941036217
130038,389502.0774488114
69337,730282.8297069464
59437,330383.3890411146
100231,447293.48902754486
184320,592519.5223359317
121624,439612.18017783575
175778,506629.5821252372
49838,299421.9716233015
112596,389426.4745714944
92825,648497.4496614262
3175,570929.6485446002
20599,228631.3987400923
90059,489586.9814606644
8718,259181.71997176297
56904,631653.0720627178
140415,416365.9409639817
45486,401673.6344052218
72264,419813.7470567357
102129,443854.47916641086
5083,412003.4429759849
23403,398473.4678443931
57581,642477.7685974594
165475,491901.0736680776
88985,505467.4359717872
30967,460048.45684102736
19270,412587.563059045
39924,262868.09676486254
52520,573511.2095891573
151658,367882.81254815497
145774,563647.6644364148
52004,351153.18843144365
109232,392715.1179245636
32071,231671.9160945583
421,238686.0345631279
150070,485926.2581789233
157555,442007.5526455566
141514,346338.7387280129
137558,564414.1070658993
155571,409895.0883773584
162016,524596.5141671337
47743,361494.3320722785
42863,327353.94433188066
60316,352355.726513125
119376,518096.3060517274
96534,430194.91106787324
97787,509476.2228056025
46854,180297.89964990318
131197,385940.2319311667
45750,340678.1332065165
75580,600803.727441987
122938,502900.7288018558
24952,257806.39258194529
8713,234591.36698741838
29044,300884.2817152329
33794,441573.92665020935
155354,556801.8437837493
174630,670546.9679860137
357,195661.3812602088
52446,398536.87885332666
173530,501307.2578190416
9167,282942.27745512873
2712,237296.6315996349
34228,397831.64116798714
14795,309132.7671646662
101108,510108.29955195636
182805,637529.6065722089
101314,462007.932784535
71207,342318.55571018346
24463,348127.48018625006
161441,445032.67588876
62066,308274.25585532375
140608,464670.1914748736
9901,268622.8887167927
167009,489050.6839662511
70131,328749.34418655
111696,597757.3945857361
69883,759836.6856596116
68434,423712.6827004142
10786,272094.0005761981
104011,531183.4021177907
108425,370742.4157226309
120804,405311.4582143128
26582,401838.5297255162
20975,399828.6356831975
134633,504510.6358358767
97941,457387.9012575112
107642,412345.3751595728
161902,503908.8607117981
100312,790379.3269080911
95448,420681.22964473255
21815,312901.2324789893
149382,686765.8588176202
74108,715878.9146755822
123994,605065.269342903
146443,513510.83207350783
108700,356573.17765589245
22001,416015.1699707508
74783,365269.4179067295
119865,405446.15087058395
141913,441954.7665859759
74995,465696.98325961083
135235,316368.74289366044
48589,324472.0114462469
914,239497.86305540428
119943,414526.0421102159
99440,349946.7314300183
144341,603310.6787678599
97930,532582.2598787118
90951,413199.2217212245
131041,390128.7700338941
84731,473796.499213852
135546,741113.7581588961
127448,474393.8498327434
61300,294388.1752939038
63131,406592.2659002412
25238,342550.84053730033
180340,606108.6560989972
99506,342411.2578525562
183854,673374.6157206707
94910,461647.8863246944
44500,279779.94191979617
63085,411236.27317079715
164640,747457.4224507213
16313,338876.8958350681
132985,414162.76635937206
101842,360468.764349455
5938,459576.88712036423
